e, e_dot, e_int, stamp, 
6.360244679578822, -0.04462621740377889, 1.2733876762664162, 506078000000, 
6.35689878365286, -0.03346378654868568, 1.2722720921899433, 506112000000, 
6.350208101979465, -0.03345525866452389, 1.2711567710140765, 506180000000, 
6.343519104152431, -0.04459893166809614, 1.270041732652317, 506248000000, 
6.336831788210155, -0.044587712564367145, 1.2687039329561367, 506316000000, 
6.330145882492718, -0.04457740553237777, 1.2673664516570202, 506384000000, 
6.323461406907021, -0.044567937677113534, 1.2660292718406596, 506452000000, 
6.316778285255193, -0.04455865745841633, 1.2646923716436622, 506520000000, 
6.310096383389253, -0.04455007839255861, 1.263355738370098, 506588000000, 
6.303415992176973, -0.04454097692740078, 1.2620193773880946, 506656000000, 
6.2967368008069675, -0.04453194194095289, 1.2606832784248796, 506724000000, 
6.290058855329984, -0.04452378948996305, 1.2593474432209284, 506792000000, 
6.283382009782203, -0.04451597008254815, 1.2580118443946102, 506860000000, 
6.276706244224188, -0.044508703685985175, 1.2566764739557583, 506928000000, 
6.270031550937231, -0.04450152948323923, 1.2553413203295747, 506996000000, 
6.266694603569121, -0.0333721355168907, 1.254228826582036, 507030000000, 
6.260021494551311, -0.0333668546197341, 1.2531165099371777, 507098000000, 
6.253349415084444, -0.04448396161558973, 1.2520043675469916, 507166000000, 
6.246678290983504, -0.044477345226023125, 1.2506699467079507, 507234000000, 
6.24000809422158, -0.044471069542879604, 1.249335720019302, 507302000000, 
6.23333886627559, -0.04446474902638128, 1.2480016834320449, 507370000000, 
6.230004612793437, -0.03334493809380964, 1.2468901048860406, 507404000000, 
6.223336711978321, -0.033340514324227875, 1.2457786794031567, 507472000000, 
6.220003111955455, -0.03333833612660856, 1.2448896291151474, 507506000000, 
6.213336608769683, -0.03333367736212919, 1.2437784288468974, 507574000000, 
6.206670965220124, -0.04444048911776891, 1.2426673790630174, 507642000000, 
6.200006176328632, -0.0444347748035027, 1.2413342500212292, 507710000000, 
6.193342200034236, -0.044429217286294787, 1.2400012894388661, 507778000000, 
6.186678933906391, -0.044424141407469385, 1.2386684873512839, 507846000000, 
6.180016533071904, -0.044418889874438726, 1.237335844467502, 507914000000, 
6.173354902380463, -0.04441343841976142, 1.2360033579572507, 507982000000, 
6.1700244092273575, -0.033307079481822065, 1.2348930563119818, 508016000000, 
6.163363945930136, -0.03330318816775405, 1.2337828838358638, 508084000000, 
6.1567041498635104, -0.04440086454615688, 1.2326728336680668, 508152000000, 
6.150045019826833, -0.0443964203443444, 1.2313408743746987, 508220000000, 
6.1400576818756445, -0.05548822662621985, 1.2297871234377324, 508322000000, 
6.133400324757044, -0.055482316899295725, 1.2282335350973015, 508390000000, 
6.126743590805434, -0.0443803035673677, 1.2266801064958748, 508458000000, 
6.120087501070866, -0.0443760789539264, 1.2253487611088896, 508526000000, 
6.116759699587194, -0.033279637394135385, 1.2242393860975662, 508560000000, 
6.110104512458522, -0.03327662870781604, 1.2231301142077722, 508628000000, 
6.103449991785782, -0.04436569267137239, 1.2220209469221, 508696000000, 
6.100122978029695, -0.033271781429421075, 1.2209118321516, 508730000000, 
6.093469401368795, -0.03326863472328986, 1.219802824745618, 508798000000, 
6.086816363744221, -0.04435538095158028, 1.218693916209514, 508866000000, 
6.083490050909769, -0.033264501530085866, 1.217585054401519, 508900000000, 
6.0735119575422685, -0.044348020673175746, 1.2162545581464173, 509002000000, 
6.066860673620443, -0.055431257631086694, 1.214924178804832, 509070000000, 
6.063535239777689, -0.03325572588193104, 1.2135938580626935, 509104000000, 
6.056884751450144, -0.03325307390099693, 1.2124853776565518, 509172000000, 
6.050234827220815, -0.04433470852291362, 1.2113769878965766, 509240000000, 
6.043585517799347, -0.04433077883599109, 1.2100470064313535, 509308000000, 
6.036936740505291, -0.044326955718414496, 1.2087171390350302, 509376000000, 
6.030288514882481, -0.044323343056218434, 1.2073873848791412, 509444000000, 
6.026964582036235, -0.03324052823018656, 1.2062793224949337, 509478000000, 
6.0203171122079695, -0.033238008915038954, 1.2051713472751122, 509546000000, 
6.010346954573095, -0.05539209154379776, 1.2038419099211533, 509648000000, 
6.00370081993095, -0.05538764092339813, 1.2022909924474674, 509716000000, 
5.99705516054091, -0.044305980107285, 1.2007401956696637, 509784000000, 
5.990410053535392, -0.044302554651860504, 1.1994110689338167, 509852000000, 
5.987087688176593, -0.033224907881056844, 1.1983035268168596, 509886000000, 
5.980443315968836, -0.03322245855518583, 1.1971960705120546, 509954000000, 
5.973799435823105, -0.04429417451162543, 1.196088695997902, 510022000000, 
5.970477690371849, -0.033218751989956274, 1.1949813628109192, 510056000000, 
5.963834590172323, -0.03321615216927457, 1.193874114424485, 510124000000, 
5.960516318113344, -0.03320457419501821, 1.1929885732438346, 510158000000, 
5.957201705078369, -0.022109616979844777, 1.1921035075576023, 510192000000, 
5.953881521608517, -0.022115988349421894, 1.1914399696533489, 510226000000, 
5.947224227258768, -0.03325825939867263, 1.1905538302630436, 510294000000, 
5.943896668915499, -0.0332828423100621, 1.1896668278521856, 510328000000, 
5.937238640109085, -0.033285290498943354, 1.18855730241889, 510396000000, 
5.930577624433647, -0.044396814939503905, 1.1874475288972155, 510464000000, 
5.9239135461488095, -0.044416979867583826, 1.1861153207127695, 510532000000, 
5.917245227202318, -0.04444132410443243, 1.184782426518985, 510600000000, 
5.913910477672457, -0.03334356158784265, 1.1836712834015723, 510634000000, 
5.907242726846504, -0.033341667852712455, 1.1825598954480854, 510702000000, 
5.900573540544783, -0.0444564570922464, 1.1814484496709163, 510770000000, 
5.893902997641006, -0.04446576401832658, 1.1801146176688195, 510838000000, 
5.890567384927962, -0.033353852056068334, 1.1790029282075836, 510872000000, 
5.883895800393422, -0.03335732415861455, 1.1778910788641594, 510940000000, 
5.877224314762699, -0.044476900550879016, 1.1767791666722722, 511008000000, 
5.870552270828264, -0.044478431883859436, 1.1754448257322923, 511076000000, 
5.867215643352635, -0.03336223803354521, 1.1743328152629067, 511110000000, 
5.860541857952045, -0.03336804292072948, 1.1732206514755295, 511178000000, 
5.857204661977632, -0.03336993791667631, 1.1723308108854875, 511212000000, 
5.850530013923432, -0.033372813428709236, 1.171218435590207, 511280000000, 
5.8438547525342255, -0.04449969814468879, 1.1701059618956862, 511348000000, 
5.837178626619823, -0.04450462434536284, 1.168770892871832, 511416000000, 
5.830501736401319, -0.044510053776353566, 1.1674356743703578, 511484000000, 
5.823824413809233, -0.04451404270196709, 1.1661003184553582, 511552000000, 
5.81714659943704, -0.04451712321426567, 1.1647648499765062, 511620000000, 
5.813807520745869, -0.03338964354454651, 1.1636519022661427, 511654000000, 
5.807128942936821, -0.0333921883340634, 1.1625388708746487, 511722000000, 
5.800449870785178, -0.04452549986897184, 1.1614257556311913, 511790000000, 
5.797110252512592, -0.03339563474742846, 1.1603126044156393, 511824000000, 
5.7904306718053355, -0.033397329932807196, 1.159199386340207, 511892000000, 
5.787090816541907, -0.033398119902283696, 1.1583087827239889, 511926000000, 
5.780410878674916, -0.03339931043473262, 1.1571954911348106, 511994000000, 
5.773730774277134, -0.0445334742159087, 1.1560821646329305, 512062000000, 
5.770390641025851, -0.0334007921635493, 1.1549688195985268, 512096000000, 
5.763710148588604, -0.03340208562843413, 1.1538554375927725, 512164000000, 
5.75702944937902, -0.044537305489435276, 1.1527420159328983, 512232000000, 
5.750348583324571, -0.04453855088011179, 1.151405878752813, 512300000000, 
5.743667575511473, -0.04453957955849278, 1.1500697072143378, 512368000000, 
5.7369863561285985, -0.04454075731990711, 1.148733500997643, 512436000000, 
5.730304967890565, -0.044542025403024134, 1.147397259968709, 512504000000, 
5.723623517928969, -0.04454279399876526, 1.146060989463209, 512572000000, 
5.7202827753130014, -0.03340730859187957, 1.1449474174088359, 512606000000, 
5.7102603274593005, -0.044543968232228316, 1.1436111080467513, 512708000000, 
5.70691948636573, -0.044544296490904856, 1.1424975059425355, 512742000000, 
5.700237766471597, -0.033408536625678664, 1.141161172019775, 512810000000, 
5.693556093455243, -0.044544643034957566, 1.1400475564195045, 512878000000, 
5.686874427301364, -0.04454446390077749, 1.138711219148547, 512946000000, 
5.680192758656293, -0.04454444932983156, 1.1373748852941934, 513014000000, 
5.676851935809694, -0.03340830497223261, 1.1362612747844902, 513048000000, 
5.670170304285238, -0.03340818123685215, 1.135147666583415, 513116000000, 
5.663488771955616, -0.04454387951359292, 1.1340340674700364, 513184000000, 
5.6601480255023064, -0.033407595943103864, 1.132920473449544, 513218000000, 
5.650125771708663, -0.04454333415650898, 1.1315841712777723, 513320000000, 
5.6434443726909835, -0.0556788427044097, 1.1302478779934635, 513388000000, 
5.640103722732945, -0.03340682991905967, 1.1289115911421728, 513422000000, 
5.633422479640095, -0.03340631016962803, 1.1277980383376016, 513490000000, 
5.626741290371767, -0.04454144120392911, 1.1266844995163205, 513558000000, 
5.62340070891859, -0.033405902405017805, 1.12557096526203, 513592000000, 
5.61671970260764, -0.03340529254708772, 1.1244574467931998, 513660000000, 
5.610038804182669, -0.04453968245306861, 1.1233439477139266, 513728000000, 
5.603358028061541, -0.044538915153665336, 1.1220077689901233, 513796000000, 
5.596677373005243, -0.04453810392475314, 1.1206716136832968, 513864000000, 
5.589996866826324, -0.044537204117389706, 1.1193354845262073, 513932000000, 
5.583316537009846, -0.04453611998465649, 1.117999385122761, 514000000000, 
5.576636363268669, -0.04453501185884908, 1.1166633178069891, 514068000000, 
5.573296305462419, -0.033400771824757904, 1.1155499470493955, 514102000000, 
5.566616311212222, -0.03340017352149024, 1.1144365986628875, 514170000000, 
5.559936538687757, -0.04453255591553962, 1.11332327702416, 514238000000, 
5.553256948496641, -0.04453120905193527, 1.111987319893108, 514306000000, 
5.54657752067633, -0.0445300600380912, 1.1106514005240484, 514374000000, 
5.536558740107821, -0.055660694629402485, 1.1090928806187195, 514476000000, 
5.529879850159464, -0.0556589017228859, 1.107534407396241, 514544000000, 
5.526540472075047, -0.033394226775911307, 1.1061986041561556, 514578000000, 
5.519861840700753, -0.03339336486236929, 1.1050854775290175, 514646000000, 
5.51652257975776, -0.03339297439095704, 1.1041949928355705, 514680000000, 
5.50650518844468, -0.044522174186910256, 1.102859307260213, 514782000000, 
5.5031661740076165, -0.04452135250047876, 1.1017462628140038, 514816000000, 
5.496488296954317, -0.03338963830120889, 1.1004106439604409, 514884000000, 
5.48981060965204, -0.04451854785192092, 1.0992976720409318, 514952000000, 
5.483133198326637, -0.044516995425600094, 1.0979621403288664, 515020000000, 
5.479794595637834, -0.03338671338068681, 1.0968492269077674, 515054000000, 
5.473117545663327, -0.033385508877700566, 1.0957363559751867, 515122000000, 
5.466440697222693, -0.04451299471713632, 1.094623522568257, 515190000000, 
5.459764060547809, -0.044511617051726425, 1.0932881535622554, 515258000000, 
5.456425852984078, -0.03338281412871661, 1.0921753740503055, 515292000000, 
5.449749642041768, -0.033381395020137816, 1.0910626370382435, 515360000000, 
5.443073699292499, -0.04450717897193238, 1.0899499462878894, 515428000000, 
5.436397976616593, -0.04450555141724877, 1.0886147545300573, 515496000000, 
5.433060201784197, -0.03337832502767313, 1.0875021251795525, 515530000000, 
5.429722477419936, -0.02225166398885629, 1.0866120437213818, 515564000000, 
5.4230472086212265, -0.03337664387656739, 1.0857219925216908, 515632000000, 
5.413034891442073, -0.05562528659287894, 1.0843869718322159, 515734000000, 
5.409697598572792, -0.044498700161449044, 1.0830519799090728, 515768000000, 
5.40302316980548, -0.033372405455308986, 1.0817170439880228, 515836000000, 
5.399686046057655, -0.033371841717123964, 1.080827120962395, 515870000000, 
5.3930119975470685, -0.03337057419470509, 1.07971474756068, 515938000000, 
5.383001507187747, -0.055615129566358355, 1.0783799700528314, 516040000000, 
5.3796648107990395, -0.04449062249343013, 1.0770452210355903, 516074000000, 
5.36965508495483, -0.044488074109724586, 1.075488093529441, 516176000000, 
5.36294430213143, -0.05573502889203219, 1.0741509465256867, 516244000000, 
5.359616243528788, -0.033462804753471666, 1.0728143753743364, 516278000000, 
5.352992911745316, -0.03317130128704567, 1.0717035638270356, 516346000000, 
5.346369573651432, -0.044155566257852996, 1.0705985819283692, 516414000000, 
5.3430642695519825, -0.03309547397777853, 1.0694951169965818, 516448000000, 
5.3364561231042265, -0.03304483515735276, 1.0683926644205095, 516516000000, 
5.333157057142089, -0.03302404136631113, 1.0675118299865531, 516550000000, 
5.326567157524322, -0.03296321859968051, 1.0664120225180427, 516618000000, 
5.319991770228133, -0.04388428971318822, 1.0653143989929696, 516686000000, 
5.316698493487652, -0.032895546788900276, 1.0642171614160072, 516720000000, 
5.313404576062458, -0.021957313885581087, 1.0633396559852162, 516754000000, 
5.306826193254709, -0.032907667443143516, 1.0624619508536546, 516822000000, 
5.3002486387566785, -0.04385312435259969, 1.0613652938715896, 516890000000, 
5.293676379254958, -0.04383271333250486, 1.0600500807510898, 516958000000, 
5.287106239449643, -0.04380799769011882, 1.058735417164085, 517026000000, 
5.280537978628154, -0.04379466875601127, 1.0574213731555169, 517094000000, 
5.273974961224392, -0.04377092741750429, 1.0561079452868125, 517162000000, 
5.2706960567779095, -0.03280640616748265, 1.0550139331086972, 517196000000, 
5.267417425567323, -0.02185845219022949, 1.0541392295713083, 517230000000, 
5.260863302157609, -0.032775848734335845, 1.053265118966856, 517298000000, 
5.25758777696709, -0.03276549533410981, 1.0523912336461347, 517332000000, 
5.254312971237978, -0.02183443639877029, 1.0515176033575118, 517366000000, 
5.247766478940112, -0.032737660089926145, 1.0506444818096785, 517434000000, 
5.244494712030423, -0.03272753069185027, 1.049771610813901, 517468000000, 
5.241223996469247, -0.021808274902882136, 1.0488990124959856, 517502000000, 
5.2379540914922025, -0.021802068460733775, 1.0482448533327915, 517536000000, 
5.231416273415469, -0.03269241017926028, 1.047372957425128, 517604000000, 
5.228148384691357, -0.03268568933615157, 1.0465012499732687, 517638000000, 
5.224881405552931, -0.021782892875128468, 1.0456297375773171, 517672000000, 
5.221615403438752, -0.02177660417535125, 1.044976346245536, 517706000000, 
5.218350051595136, -0.02177117985931491, 1.0443231240391213, 517740000000, 
5.211821444581136, -0.03264652952538564, 1.0434524599743351, 517808000000, 
5.208558485109706, -0.03263855495143334, 1.0425819987523983, 517842000000, 
5.202034165636082, -0.03262426315017978, 1.0414942730217949, 517910000000, 
5.19877311410703, -0.03261790334225504, 1.0406243843235212, 517944000000, 
5.192253344294358, -0.032602737805745484, 1.0395373749358314, 518012000000, 
5.188994390058446, -0.03259574682861199, 1.038668056563989, 518046000000, 
5.182478427562924, -0.03258305577144682, 1.037581744127715, 518114000000, 
5.175965217129227, -0.04343057643072967, 1.0364958689833732, 518182000000, 
5.1727096596601125, -0.03256255967603927, 1.035410220290151, 518216000000, 
5.169454632914733, -0.021701947381647102, 1.0345419673136047, 518250000000, 
5.166200138993732, -0.02169840222126851, 1.033890962104572, 518284000000, 
5.1596930004588755, -0.032538774852858644, 1.0330231848244895, 518352000000, 
5.156440191625374, -0.03253315789452612, 1.0321555554051987, 518386000000, 
5.153187918817918, -0.021683605469859184, 1.0312880740601444, 518420000000, 
5.149936197765964, -0.021679979531367504, 1.0306376205472838, 518454000000, 
5.143434412144157, -0.03251168891253542, 1.0297705685818692, 518522000000, 
5.140184323942021, -0.032506246079808676, 1.0289036622568095, 518556000000, 
5.133685616731002, -0.03249598471051662, 1.0278202901878122, 518624000000, 
5.130436870104193, -0.032491512792762, 1.0269537873851478, 518658000000, 
5.123941088809319, -0.03248175973894263, 1.0258709050429675, 518726000000, 
5.1174472010355805, -0.04329889689537403, 1.0247883439966061, 518794000000, 
5.114200932130656, -0.03246718892887893, 1.0237059481317037, 518828000000, 
5.110955127648136, -0.021640244624814287, 1.0228402173876248, 518862000000, 
5.104465030694899, -0.03245300478585437, 1.0219747393649126, 518930000000, 
5.101220651830693, -0.032448252724810445, 1.0211093873449153, 518964000000, 
5.0947332640252565, -0.03243922223214272, 1.0200279297700565, 519032000000, 
5.088247625476793, -0.04324342117966692, 1.0189467694221828, 519100000000, 
5.08176364569261, -0.04323206110882142, 1.0176496356796438, 519168000000, 
5.0785222678734305, -0.03241785867787487, 1.0165689026028557, 519202000000, 
5.075281239014243, -0.02160802226122212, 1.0157044768386856, 519236000000, 
5.068800359044014, -0.032406362764723085, 1.0148402577287792, 519304000000, 
5.065560605287824, -0.03240211242139838, 1.0139761468897388, 519338000000, 
5.059082190416367, -0.03239389542548802, 1.0128962103165469, 519406000000, 
5.05260538819984, -0.043184056959946204, 1.011816545593602, 519474000000, 
5.046130036032022, -0.04317384794781868, 1.0105211743098819, 519542000000, 
5.042892871416879, -0.0323750559432027, 1.0094418863765826, 519576000000, 
5.036419577653758, -0.03236819459421151, 1.0083628323401772, 519644000000, 
5.029947826082751, -0.04315015111376219, 1.0072840183435592, 519712000000, 
5.026712481414316, -0.032356987464806274, 1.0062053256767216, 519746000000, 
5.023477491153713, -0.02156778309679197, 1.005342519910052, 519780000000, 
5.0170086357705825, -0.03234615214577907, 1.004479907222574, 519848000000, 
5.013774744455256, -0.032342488994855735, 1.0036173914253035, 519882000000, 
5.007307906919773, -0.032335762836031755, 1.0025394191430408, 519950000000, 
5.004074975236713, -0.03233256406181143, 1.0016771751074494, 519984000000, 
4.99761011752051, -0.03232596466421119, 1.0005995333117996, 520052000000, 
4.994378185861393, -0.03232263125106568, 0.9997375519079077, 520086000000, 
4.987915307798542, -0.03231603240655782, 0.9986602407453629, 520154000000, 
4.984684374114047, -0.032312705824487274, 0.9977985245182653, 520188000000, 
4.981453787640949, -0.0215384005253109, 0.9969368979702359, 520222000000, 
4.978223546685927, -0.021536091427067916, 0.9962907805627281, 520256000000, 
4.9717639586218265, -0.03229943006374173, 0.9954294195299135, 520324000000, 
4.968534648179027, -0.0322963283563323, 0.9945681435657853, 520358000000, 
4.965305649764995, -0.021527696189436913, 0.9937069504377232, 520392000000, 
4.9620769662876185, -0.021525606304694616, 0.9930611509487761, 520426000000, 
4.955620585773687, -0.03228354663769473, 0.9922002134550868, 520494000000, 
4.9491654811295005, -0.0430382838603934, 0.9911242022127205, 520562000000, 
4.945938383745154, -0.03227400676177735, 0.9900482967098895, 520596000000, 
4.942711577248148, -0.02151301293784158, 0.9891876961415202, 520630000000, 
4.939485090907052, -0.021510976127006032, 0.9885423367933569, 520664000000, 
4.933033087877663, -0.03226163123494885, 0.9876819837355242, 520732000000, 
4.929807545053706, -0.03225848617781857, 0.9868217149225614, 520766000000, 
4.923357378861443, -0.03225236338740167, 0.9857465341195208, 520834000000, 
4.9201327598497535, -0.03224928401317643, 0.9848865122509934, 520868000000, 
4.913684399995614, -0.03224326288609506, 0.9838116359137873, 520936000000, 
4.9072372649403215, -0.04298498303143994, 0.9827369616523791, 521004000000, 
4.904014134986199, -0.03223421669805049, 0.9816623866614758, 521038000000, 
4.897568810478677, -0.0322281815388159, 0.9805880140270131, 521106000000, 
4.891124637453641, -0.04296499177519545, 0.9795138388612343, 521174000000, 
4.884681625662301, -0.0429572827212521, 0.9782250049063079, 521242000000, 
4.878239797108733, -0.04294946781636, 0.9769364040149784, 521310000000, 
4.875019341699272, -0.03220761321009569, 0.9758627176313536, 521344000000, 
4.868579310731833, -0.03220162125633289, 0.9747892299693225, 521412000000, 
4.8621403983533495, -0.04292981115307626, 0.9737159367189636, 521480000000, 
4.858921366104876, -0.032193148756523016, 0.9726427383460039, 521514000000, 
4.855702620364781, -0.021459259961895683, 0.9717842923215337, 521548000000, 
4.849265987623912, -0.03218459493654476, 0.9709259982729046, 521616000000, 
4.842830533953576, -0.04290695470401692, 0.9698532761294846, 521684000000, 
4.839613255579951, -0.032175773479871474, 0.9687806518104959, 521718000000, 
4.836396248610995, -0.021447617808603898, 0.9679226692096348, 521752000000, 
4.833179528692772, -0.02144575629059749, 0.9672792688589146, 521786000000, 
4.8267469349330465, -0.0321643789264936, 0.9664215141491208, 521854000000, 
4.823531055275959, -0.03216157805604247, 0.9655638345934519, 521888000000, 
4.820315448726704, -0.02143828735447606, 0.9647062292623806, 521922000000, 
4.817100149813253, -0.021436351542352128, 0.9640631102543944, 521956000000, 
4.81388513849922, -0.02143436742494546, 0.963420049135945, 521990000000, 
4.8074560325167015, -0.03214705765517264, 0.962562754721945, 522058000000, 
4.804241913227314, -0.032144084239685476, 0.961705538949549, 522092000000, 
4.7978144947101224, -0.03213845935526353, 0.9606341626969426, 522160000000, 
4.791388212122454, -0.042845670349533904, 0.9595629746706593, 522228000000, 
4.788175491267994, -0.032130011473761044, 0.9584918798733714, 522262000000, 
4.784963057693233, -0.021417181430738452, 0.9576351174055787, 522296000000, 
4.778539107321683, -0.03212127982103574, 0.9567785104188606, 522364000000, 
4.775327572940248, -0.032118282509949005, 0.9559219825303443, 522398000000, 
4.768905375735228, -0.03211243862151806, 0.9548514703998107, 522466000000, 
4.7657038898346675, -0.03207894368526828, 0.9539957892340095, 522500000000, 
4.762513495181799, -0.02130626851143032, 0.9531415173834463, 522534000000, 
4.756056252916522, -0.03215878972715321, 0.9522849091955324, 522602000000, 
4.749534896485791, -0.043261995653359385, 0.9512069763056075, 522670000000, 
4.746269271930696, -0.032623269952753255, 0.9501240280888673, 522704000000, 
4.74298821637389, -0.021822267039670606, 0.9492528256526919, 522738000000, 
4.736410414899183, -0.0328628567717093, 0.9483778602135845, 522806000000, 
4.7331106691487514, -0.03292515741712817, 0.9475006200281216, 522840000000, 
4.729802022720217, -0.022027973929885647, 0.94662154045121, 522874000000, 
4.723166140428882, -0.033148429066232055, 0.9457385888198567, 522942000000, 
