odom_x, odom_y, imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
-1.9999415732776578, -0.5000009946026203, -0.050793188159056264, 0.015023611858250158, -0.046898698940712774, 5.712304426589081e-09, -0.0011387384946101424, -5.016344361437207e-06, -1.9998315559456177, -0.5000009945741964, 17326000000, 
-1.9999415778903162, -0.5000009947158094, -0.04808310976364773, -0.004686922408840874, -0.04760564938893883, -2.049509626627685e-09, -0.0015327404465596646, 1.3371537439544589e-06, -1.9998191580885847, -0.5000009946208905, 17387000000, 
-1.9999415767042075, -0.5000009947117735, -0.042048882094622736, 0.01891302737353418, -0.04416645561013669, 1.4706478742911286e-08, -0.00084322130579352, -1.744082916533002e-05, -1.9998174601443857, -0.500000994613918, 17402000000, 
-1.9999415706158123, -0.5000009947066762, -0.05238848450985844, 0.01172966002916128, -0.04924412340794149, 8.637239258061412e-09, -0.0006742005921606842, -1.2811082278021603e-05, -1.9998179480190375, -0.5000009946103243, 17422000000, 
-1.9999415555510465, -0.5000009946831007, -0.0672573374366602, -0.009519571590165764, -0.060366224208994915, 1.0213748335546596e-09, -0.0010571367433334026, -9.661709707809632e-07, -1.9998090308868546, -0.5000009946458096, 17461000000, 
-1.9999415345625138, -0.5000009947286456, -0.06086193054911049, -0.002773143139260695, -0.06066320928854746, -1.5332186399013036e-09, -0.0010959413449373094, 1.3989969873698009e-06, -1.9998065009276194, -0.500000994652462, 17491000000, 
-1.9999415392120832, -0.5000009946810485, -0.05618292124213479, 0.0012117354821746195, -0.05787397073537272, 5.190134780662189e-10, -0.0015523224229329986, -3.343464414342358e-07, -1.9997946134666664, -0.5000009947013703, 17541000000, 
-1.9999415429490184, -0.5000009947350496, -0.0603251151217544, 0.015049248143779358, -0.05937483828998057, 2.0050091753126984e-08, -0.0013730875284559381, -1.4602194934851442e-05, -1.999796615305225, -0.5000009946814756, 17576000000, 
-1.9999415593906904, -0.500000994631839, -0.058104018908152213, 0.039526201459016336, -0.0585865574255593, 2.933875420108698e-08, -0.0007489519943255517, -3.9173077077533117e-05, -1.9997948977164441, -0.5000009946756748, 17586000000, 
-1.999941564336196, -0.5000009947450648, -0.07264538160175449, -0.03859250908954177, -0.06726966749422783, -2.507839535413963e-09, -0.0008782719724799374, 2.855424759067158e-06, -1.999792841299031, -0.500000994691516, 17611000000, 
-1.9999415634815023, -0.5000009947410596, -0.07567557532861566, 0.020385525764071506, -0.07244212117769548, 1.712542344640141e-08, -0.0017107876794157004, -1.001025647568984e-05, -1.999768296305261, -0.5000009948139646, 17663000000, 
-1.9999415577231867, -0.5000009947359882, -0.057460055202054536, -0.01913936780223175, -0.06314804365321014, -3.5870484584598805e-08, -0.0021903799351575444, 1.6376375627280752e-05, -1.9997540978462411, -0.5000009949145492, 17722000000, 
-1.999941542987191, -0.5000009947124333, -0.08394769386647595, -1.8193637650260617e-05, -0.07599532024692493, -7.751917421694745e-09, -0.0012422119526961232, 6.240414451712381e-06, -1.9997491451922467, -0.5000009949374792, 17737000000, 
-1.99994152231777, -0.5000009946417413, -0.07481629791788573, 0.0042400626933190196, -0.07526419362227361, 7.005454713106994e-10, -0.0007620564799209945, -9.192828743918401e-07, -1.9997483828529379, -0.5000009949402209, 17747000000, 
-1.9999415138421321, -0.5000009947539403, -0.06799155725998589, -0.032033547420418994, -0.07074558026571764, -2.6498843555361246e-08, -0.0018032921258951881, 1.4694703744800484e-05, -1.9997172529921845, -0.5000009951154392, 17801000000, 
-1.9999415088502384, -0.5000009947562799, -0.0533338631078613, -0.01280445653593293, -0.059970584379901076, -2.953090155102346e-08, -0.0014882712688903143, 1.984241862912687e-05, -1.9997229636376337, -0.5000009950973204, 17833000000, 
-1.9999415302412453, -0.5000009946558441, -0.08081196969395199, 0.010083933806677135, -0.07283831580605143, 2.443405769521212e-09, -0.0013961196164093315, -1.7501407048526308e-06, -1.9997246869746041, -0.5000009950900488, 17866000000, 
-1.9999415355606749, -0.500000994769793, -0.02312894584037234, -0.028197688719581625, -0.042099771705003855, -3.5106996346373137e-08, -0.0014865527670240245, 2.361638088142334e-05, -1.9997251118309196, -0.5000009951138981, 17908000000, 
-1.999941535081969, -0.5000009947661728, -0.048564703066701985, -0.012443645148763166, -0.04608917894565978, -1.877627793086853e-08, -0.0009195969112684775, 2.041794366726268e-05, -1.999730485736109, -0.5000009951017967, 17929000000, 
-1.9999415296973801, -0.5000009947614595, -0.0667358753690328, 0.020456016962605836, -0.05883853823704685, 4.231140279130117e-09, -0.0010950750904982383, -3.863790086947398e-06, -1.9997278982827116, -0.5000009951101553, 17967000000, 
-1.9999415153324633, -0.5000009947382408, -0.05496551536688125, -0.00022032570271321905, -0.056432829212967904, 1.653077435603907e-09, -0.0012097441520587692, -1.3664686312313753e-06, -1.9997244915543162, -0.5000009951298259, 18003000000, 
-1.9999415027853689, -0.5000009947813918, -0.05148228275663787, 0.007572048910886014, -0.053365598153366264, 6.26048860480473e-09, -0.0010061672227781216, -6.22211543277959e-06, -1.9997261971041709, -0.5000009951236077, 18029000000, 
-1.9999415063806716, -0.5000009947387263, -0.044543961626979864, 0.030189996526492492, -0.04790875615400178, 1.6753595928102734e-08, -0.0007903485415390662, -2.1197731187658073e-05, -1.9997282186160754, -0.5000009951114894, 18050000000, 
-1.9999415108106984, -0.5000009947928069, -0.043545850944825534, 0.009857179771084188, -0.045207258405330956, 9.653406999240044e-09, -0.0007455655659730823, -1.2947764006027832e-05, -1.9997294744832492, -0.5000009951061911, 18075000000, 
-1.9999415279347827, -0.5000009946897501, -0.0770598200651991, 0.003098285147629774, -0.06487863782941519, 7.853435507936637e-09, -0.0012219774637796277, -6.426825158989127e-06, -1.9997180597966446, -0.500000995147238, 18121000000, 
-1.9999415335586037, -0.5000009948031067, -0.06824854438562156, -0.025799855323446644, -0.06694424779435261, -2.5404485664058087e-08, -0.0014957776723983794, 1.6984132156033386e-05, -1.9997085974110294, -0.5000009951899959, 18162000000, 
-1.9999415333797004, -0.5000009947992266, -0.036301629293895424, 0.01764411774612368, -0.04798883898314597, 1.4854245694988515e-08, -0.001506658136680257, -9.859068446487859e-06, -1.9997089806924473, -0.5000009951694875, 18204000000, 
-1.9999415282941602, -0.500000994794272, -0.07919818336280773, 0.00115715647731221, -0.06722998226696768, 1.1131386602781105e-08, -0.0022810408477654193, -4.879959345614423e-06, -1.9996826753377572, -0.5000009952880909, 18284000000, 
-1.999941514227956, -0.5000009947708196, -0.08376437313396998, 0.026649340249236823, -0.07743119513040904, 6.718622407363498e-08, -0.0017020913623582187, -3.947274838440494e-05, -1.9996757333574469, -0.500000995239103, 18314000000, 
-1.9999414942254816, -0.5000009947002123, -0.031234034841526388, -0.00956380348379017, -0.04887441413210715, 5.3410028871178785e-09, -0.001054609247659649, -5.064437751679534e-06, -1.9996792357554294, -0.5000009952330282, 18331000000, 
-1.9999414864138751, -0.5000009948124882, -0.02432360281365843, 0.01629563113128013, -0.03369457202386281, 1.0958827346036403e-08, -0.0008699595594456515, -1.2596938819799276e-05, -1.9996857304955649, -0.500000995184097, 18360000000, 
-1.999941482083363, -0.5000009948148941, -0.018007143084627905, 8.19172591722166e-05, -0.02399659194673879, 2.53917379969133e-09, -0.0005185441026366528, -4.896736433372468e-06, -1.9996897593066059, -0.5000009951589205, 18377000000, 
-1.9999414994508582, -0.5000009948017322, -0.026618155119453746, 0.01574511156575193, -0.02561339560486953, 3.2068126030949976e-09, -0.00046046613623416325, -6.964274570376268e-06, -1.9996924918074885, -0.5000009951396596, 18405000000, 
-1.9999415041714794, -0.500000994826813, -0.06550681001924567, -0.0048779114217862105, -0.05026390495067361, 7.807555849030735e-10, -0.0005926197407798142, -1.3174646930858157e-06, -1.9996896610863004, -0.5000009951562567, 18435000000, 
-1.9999415043827216, -0.5000009948232267, -0.05242791983035587, 0.007837774266204956, -0.051591523109924285, 3.2796401048823853e-09, -0.000961788520662081, -3.4099389152874576e-06, -1.9996791161300376, -0.5000009952227601, 18473000000, 
-1.9999414996996623, -0.5000009948187079, -0.05212465313421075, 0.009038675202693653, -0.051909309944619064, 7.48431956441783e-09, -0.001115074122639093, -6.711948033288024e-06, -1.9996747126512446, -0.500000995248456, 18511000000, 
-1.999941486033901, -0.5000009947956366, -0.042670320613811916, 0.021603066939238413, -0.046185919691229434, 2.0926581934376323e-08, -0.0011964161435757516, -1.749105614024285e-05, -1.9996731462728123, -0.5000009952491828, 18552000000, 
-1.9999414664397637, -0.5000009948416642, -0.063347322711134, -0.0024276179497842087, -0.05678421675566176, 4.854293457049822e-09, -0.0009846407124667208, -4.93001497458789e-06, -1.99967391507496, -0.5000009952397356, 18579000000, 
-1.999941472473059, -0.5000009947945311, -0.058496208810810024, 0.006862163536812789, -0.05783647171255597, 5.359479530138386e-09, -0.0008775555032088738, -6.107282685301256e-06, -1.999673368452908, -0.5000009952378259, 18602000000, 
-1.9999414775895386, -0.5000009948489127, -0.015455326796870783, 0.0003911663331609323, -0.03163764209928609, 2.091759545773462e-09, -0.0008102632320057806, -2.5815802360862143e-06, -1.9996755236422052, -0.500000995220108, 18629000000, 
-1.9999414954025247, -0.5000009947460791, -0.049441115250651736, -0.01797352400018527, -0.042634513093836285, -5.8931712405937606e-09, -0.0007402325766165776, 7.961242759039339e-06, -1.9996789069240595, -0.5000009951941505, 18660000000, 
-1.9999415017147952, -0.5000009948596572, -0.09828598037520805, 0.03930994012453956, -0.07701535945773727, 1.801466381614149e-08, -0.0012018910179940792, -1.4988600086393387e-05, -1.9996661584576905, -0.5000009952857419, 18702000000, 
-1.9999415022191662, -0.5000009948559708, -0.04650342597685721, 0.004837726914779912, -0.05813513293041615, 1.6310291426177155e-08, -0.0017435759184396757, -9.354506020462371e-06, -1.999646549584084, -0.5000009954409479, 18751000000, 
-1.9999414978138186, -0.5000009948511904, -0.06816108655118581, -0.0067247886926226795, -0.06432112261141344, -4.622092608043617e-09, -0.0012709713144631305, 3.6366616267779656e-06, -1.9996494558948148, -0.5000009954111493, 18777000000, 
-1.9999414844247831, -0.5000009948279003, -0.05908765482995999, 0.010469424617716768, -0.06108022688843357, 6.947290740761482e-09, -0.0010106091594993237, -6.8743595636945456e-06, -1.9996509330408623, -0.5000009953896565, 18799000000, 
-1.9999414607968298, -0.5000009947766324, -0.06727395051790024, -0.015623716781411494, -0.06488798347236252, -1.1200961936724932e-08, -0.0015796921099500098, 7.090598140089079e-06, -1.9996367651340143, -0.5000009955145451, 18849000000, 
-1.9999414404640625, -0.5000009948651031, -0.03163080365383471, 0.001572799056404802, -0.044322702784667184, -1.4297178630172977e-09, -0.0012518026846703003, 1.1421271742949302e-06, -1.9996424663957655, -0.5000009954610558, 18880000000, 
-1.9999414403950964, -0.5000009948293865, -0.05874747118397329, 0.0015133731437383209, -0.053230797957265694, 7.437084416368066e-10, -0.0009407414350993523, -7.905556339806198e-07, -1.9996464504174858, -0.5000009954271009, 18905000000, 
-1.9999414544261707, -0.5000009948554147, -0.09220256347740304, 0.008212426974368034, -0.07729769918885052, 7.777096184440582e-09, -0.0015173237118700712, -5.125535258956354e-06, -1.9996303548162417, -0.5000009955621924, 18953000000, 
-1.9999414598550473, -0.5000009948797007, -0.037537422611956237, 0.02083312692220027, -0.05271461241581493, 2.6955030579251923e-08, -0.001251376895416286, -2.154029747391572e-05, -1.9996317532915013, -0.50000099553816, 18980000000, 
-1.9999414874136636, -0.5000009948375497, -0.014954012081243848, -0.0354670097923063, -0.029365442405788325, -2.1596105896313093e-08, -0.0011275090001938112, 1.9153821293311955e-05, -1.999639871572359, -0.5000009954824043, 19020000000, 
-1.9999414971322047, -0.5000009947802153, -0.024371891594965046, 0.01901400181602681, -0.026271095059220984, 4.868646921017855e-09, -0.0008136318453956439, -5.9838450873937746e-06, -1.9996507770555547, -0.5000009953679327, 19056000000, 
-1.9999414960614414, -0.5000009948536486, -0.021100119202239795, 0.033028871801285165, -0.023066363773800655, 1.3970397496396917e-08, -0.000737428746458499, -1.8944742205249985e-05, -1.9996565218476017, -0.5000009953105864, 19101000000, 
-1.9999414863834353, -0.5000009948985352, -0.06247825663263204, 0.006899025520351713, -0.04742028639407363, 5.768721200717918e-09, -0.0005536944481094786, -1.0418600403913215e-05, -1.9996542063601874, -0.5000009953289336, 19121000000, 
-1.9999414721942383, -0.5000009948919741, -0.06240074131114149, 0.03058874527527175, -0.05667151146282197, 1.2114304864890036e-08, -0.0008367621412284513, -1.4477596760179677e-05, -1.9996460584010574, -0.5000009954018275, 19153000000, 
-1.9999414516211613, -0.5000009948757718, -0.04177054195126477, 0.025432879145351073, -0.047448241353864704, 2.251283697672871e-08, -0.0012026986607796856, -1.8718601517469128e-05, -1.999635758247528, -0.5000009954969665, 19197000000, 
-1.9999414281400387, -0.5000009948573292, -0.0635667811381732, -0.000791252215982013, -0.05740185689588656, 6.594094025915386e-09, -0.0009973536476750571, -6.611590624135137e-06, -1.9996364965684372, -0.5000009954794102, 19224000000, 
-1.9999414245549483, -0.5000009948765085, -0.050683861905419514, -0.04388445732754279, -0.05324609106029101, -1.8068655823181933e-08, -0.0007381066944971292, 2.4479734377009108e-05, -1.999636882208987, -0.5000009954783035, 19241000000, 
-1.999941421452846, -0.5000009949078087, -0.043548959590837155, -0.006402649315720955, -0.04723667395936881, -1.552382368503444e-08, -0.0012690238137957038, 1.2232886031194346e-05, -1.9996233347162626, -0.5000009956210361, 19292000000, 
-1.9999414402702844, -0.5000009947981924, -0.05427340201292603, 0.005588436311722178, -0.05156238711750352, -3.6598097017693325e-10, -0.001533262260920922, 2.386943052763292e-07, -1.9996179656996071, -0.5000009956870478, 19348000000, 
-1.999941456324056, -0.5000009949279846, -0.06046084918384722, -0.0020707962536102055, -0.05704756769377207, -2.671040378768542e-09, -0.0013280611327374328, 2.0112330019499378e-06, -1.9996179721759715, -0.500000995704674, 19384000000, 
-1.9999414692910962, -0.5000009948940415, -0.06748393782076169, -0.006918089649685861, -0.0634851734381132, -8.218913052132325e-09, -0.0012839315297425878, 6.401363983778881e-06, -1.9996155789788177, -0.5000009957383026, 19418000000, 
-1.9999414718556427, -0.500000994850988, -0.07825908113241983, -0.0003610618822162136, -0.072612738511705, -2.0894290870450753e-09, -0.000778048353179257, 2.6854745961575025e-06, -1.999612793071034, -0.5000009957667546, 19429000000, 
-1.9999414638750073, -0.5000009948491003, -0.06312048005356874, 0.029548871034904257, -0.06674333508157142, 9.222723877427401e-09, -0.0006970373481599618, -1.3231319529396144e-05, -1.999612606818224, -0.5000009957660868, 19444000000, 
-1.9999414454440427, -0.5000009949350789, -0.022320626964525473, -0.0033915071703718557, -0.03927437947700693, 4.515551145035688e-09, -0.001242606752380966, -3.6339341761851965e-06, -1.9996006537781212, -0.500000995880957, 19490000000, 
-1.9999414213925146, -0.5000009949232872, -0.03604062647401732, -0.0014094672910514826, -0.03726403059054004, 3.567928978285256e-10, -0.0010578473598167302, -3.372820232687816e-07, -1.9996098554718136, -0.5000009957860371, 19530000000, 
-1.9999414086968323, -0.5000009948606259, -0.10224907906245528, 0.016574186521574514, -0.07742234312276514, 8.412660787240651e-09, -0.0007640730341556595, -1.1010283587009559e-05, -1.9996060192993195, -0.5000009958168802, 19546000000, 
-1.9999413997408673, -0.500000994937294, -0.06149652034153645, -0.009972920144868485, -0.06755441564619646, -8.503803335072929e-10, -0.0018305485572160203, 4.6454945439993634e-07, -1.9995683337996937, -0.5000009961973537, 19601000000, 
-1.9999414038722778, -0.5000009949529306, -0.06667401866096619, -0.02410017218481462, -0.06700388819738712, -3.039334158148063e-08, -0.0011095310879129649, 2.7392960785488852e-05, -1.9995683248243405, -0.500000996202749, 19617000000, 
-1.9999414219724667, -0.5000009949136992, -0.08789893064675021, 0.009162196256073557, -0.07990966118455864, -4.7247998337575915e-09, -0.0011426162127540962, 4.135071584858057e-06, -1.9995667794424816, -0.5000009962125861, 19643000000, 
-1.9999414370664532, -0.5000009949643565, -0.05928102639809388, 0.036216334098728625, -0.0671306908598041, 4.950583256131668e-08, -0.002059380476448348, -2.4039187089262642e-05, -1.9995381764804352, -0.50000099648115, 19700000000, 
-1.9999414492220593, -0.5000009949564512, -0.05780264265506126, 0.008369577668867726, -0.06132887136455203, 4.495946049328328e-08, -0.0022626457036630985, -1.9870305112504534e-05, -1.9995381461699038, -0.5000009964701869, 19760000000, 
-1.9999414548800554, -0.5000009949486767, -0.07983072770762323, -0.014472095979526055, -0.07275797851215002, -1.4236064663580291e-08, -0.0011291787857502457, 1.2607449629087397e-05, -1.9995285911497467, -0.5000009965708241, 19770000000, 
-1.9999414502504191, -0.500000994916657, -0.04317615966325616, 0.01093273285136534, -0.0544685778734173, 2.997909022039755e-09, -0.001049344455464069, -2.8569351145177013e-06, -1.9995307835455152, -0.5000009965322197, 19795000000, 
-1.9999414353393978, -0.5000009948535592, -0.04985408262296541, 0.009734792441531295, -0.05160501185566507, 8.731378216686222e-09, -0.0011719471098767646, -7.450317632170589e-06, -1.9995315387042074, -0.5000009965192347, 19833000000, 
-1.9999414096935442, -0.5000009949192169, -0.033591529970407, -0.038506603858981484, -0.040463807377208075, -2.4463651032263023e-08, -0.000978629894814893, 2.499785788466058e-05, -1.9995361281607456, -0.5000009964789656, 19863000000, 
-1.9999413859798356, -0.5000009949755018, -0.08144391777427878, 0.005191812695025601, -0.06577781808098908, -7.488568705252943e-09, -0.0011746575643870841, 6.375107888706567e-06, -1.9995326670175047, -0.5000009965121156, 19904000000, 
-1.9999413725212218, -0.5000009949755557, -0.055121055786841795, -0.013186778201800736, -0.05918293340132133, -1.3081697862019083e-08, -0.0010935563565765145, 1.1962527384480323e-05, -1.9995306581475776, -0.5000009965456198, 19931000000, 
-1.9999413802635764, -0.5000009949299353, -0.1013926802116277, 0.010014392942054584, -0.08526159289861882, 2.5204812381498332e-09, -0.0011212798006929711, -2.247861092826367e-06, -1.99952731109031, -0.5000009965831397, 19957000000, 
-1.9999413871104006, -0.50000099498524, -0.0750421840090104, 6.883468602775851e-05, -0.07892566139679114, 1.6790010799605831e-09, -0.0017816636362177744, -9.42378261434841e-07, -1.9995089284846683, -0.5000009967719953, 20000000000, 
-1.9999414126619206, -0.50000099490969, -0.056192102215924515, 0.02079166424841796, -0.06485803360773088, 3.973160623372742e-08, -0.001704588933155722, -2.3308614447104214e-05, -1.999511496122347, -0.5000009967297663, 20037000000, 
-1.999941420591313, -0.5000009949996845, -0.05398042832971715, -0.00630976623329086, -0.05811975403338026, 3.5069829728901732e-09, -0.0015236254049909304, -2.3017356900209005e-06, -1.9995180692665466, -0.500000996666813, 20074000000, 
-1.9999414227496852, -0.5000009949963149, -0.04957042532123015, 0.012223447403797365, -0.052826936355259424, 1.432901020727041e-08, -0.0011532478902191402, -1.2424917772490016e-05, -1.999523668890498, -0.5000009965895229, 20101000000, 
-1.9999414199841499, -0.5000009949921033, -0.06520174078727843, 0.0014353626965975031, -0.06046724154450059, 5.909862823085503e-09, -0.0010178536477693776, -5.806200956332912e-06, -1.99952558528276, -0.5000009965645729, 20128000000, 
-1.9999414082272426, -0.5000009949693466, -0.03351413764848895, -0.011130131549462498, -0.04379670760093305, -5.698038747013853e-09, -0.0012012204357859189, 4.743541299549915e-06, -1.9995231621361416, -0.5000009965920834, 20168000000, 
-1.999941386224011, -0.5000009949185653, -0.06718470795695232, -0.01260366628330533, -0.058244103325886656, -1.0473511667205887e-08, -0.000941304482114392, 1.1126592793524054e-05, -1.999525458153312, -0.5000009965665202, 20193000000, 
-1.9999413569148101, -0.5000009950031022, -0.04713814291131063, -0.008057987956935292, -0.05135683194621112, -1.4102059680383035e-08, -0.001583910928155898, 8.903316108060229e-06, -1.9995052404694007, -0.500000996794, 20251000000, 
-1.9999413558123114, -0.5000009948950741, -0.07778361268299218, -0.01660811531702178, -0.06767674648749053, -2.5631192690320048e-08, -0.00130719286669835, 1.9607812544952286e-05, -1.9995051622331779, -0.5000009968189174, 20282000000, 
